par,task,platform,completion,time,satisfaction,tspec,age,gender
34,1,InstaCart,1,62.76337242907715,3.5,70,67.54180605094896,0
35,2,InstaCart,0,NA,2.5,150,58.283148002282545,1
36,1,InstaCart,1,101.47750450200334,4,70,70.99318734865855,1
37,2,InstaCart,0,NA,3.5,150,55.645023813367516,1
38,1,InstaCart,1,85.49312905898351,3.5,70,51.432981940984334,1
39,2,InstaCart,0,NA,4.5,150,61.436073617206034,1
40,1,InstaCart,1,102.22379847456648,4.5,70,59.09613393391545,0
41,2,InstaCart,1,186.42749048538423,2,150,68.07875542051481,1
42,1,InstaCart,1,115.38738907414773,3,70,67.06048621281474,1
43,2,InstaCart,0,NA,4,150,72.44877495910556,0
44,1,InstaCart,1,137.80596360505817,4.5,70,50.57679452948899,1
45,2,InstaCart,1,147.18436341621515,3.5,150,65.56063510509962,0
46,1,InstaCart,0,NA,4,70,53.90990624537545,1
47,2,InstaCart,1,139.7159860742797,3,150,64.75942177928927,0
48,1,InstaCart,0,NA,4,70,67.16845111508763,0
49,2,InstaCart,1,178.48482787790724,3.5,150,56.483019741148205,1
50,1,InstaCart,1,105.55539680495757,4,70,54.192855470931804,0
51,2,InstaCart,0,NA,3.5,150,57.42569485485249,0
52,1,InstaCart,1,33.248064542835856,4,70,54.28516317368353,0
53,2,InstaCart,1,240.15554019033573,2,150,51.903959255491266,0
54,1,InstaCart,1,112.1935522467509,4.5,70,64.76254699336364,0
55,2,InstaCart,0,NA,2.5,150,52.54867909271153,1
56,1,InstaCart,0,NA,3,70,56.390747958945646,1
57,2,InstaCart,1,209.84315040296488,4,150,51.46457004577012,1
58,1,InstaCart,0,NA,4,70,55.607490896596836,1
59,2,InstaCart,1,152.0697332035868,4,150,56.11320753039666,1
60,1,InstaCart,1,131.9295143274425,4,70,62.658683636050824,1
61,2,InstaCart,1,172.39123952967344,4,150,55.9919232047055,1
62,1,InstaCart,1,38.23417000690536,4.5,70,51.53396893578753,1
63,2,InstaCart,1,170.03056090396134,4,150,58.204963858125154,1
64,1,InstaCart,1,55.27369261094325,4,70,50.130293613651276,0
65,2,InstaCart,1,194.8647006209136,3,150,56.7493394759172,0
66,1,InstaCart,1,103.93395673413207,4,70,54.982433509119595,1
67,2,InstaCart,1,156.17724014005142,3,150,58.00017934817138,0
68,1,InstaCart,1,80.48009652196758,4.5,70,60.01418980090004,0
69,2,InstaCart,0,NA,3.5,150,54.513844495895704,1
70,1,InstaCart,1,148.98173816759052,4.5,70,50.44951164618462,1
71,2,InstaCart,1,183.30014374952887,2,150,77.40687335088407,0
72,1,InstaCart,0,NA,4.5,70,54.26704151288882,0
73,2,InstaCart,0,NA,3.5,150,57.826380912724225,0
74,1,InstaCart,1,130.01099452670496,3.5,70,52.105763423238024,0
75,2,InstaCart,0,NA,2.5,150,57.33947373074173,1
76,1,InstaCart,1,130.49013991826735,4,70,55.938111740190486,0
77,2,InstaCart,0,NA,3.5,150,68.17020829854067,0
78,1,InstaCart,1,82.06348285958366,4.5,70,64.63886557558448,1
79,2,InstaCart,1,169.63750443243035,3.5,150,63.81503207053066,0
80,1,InstaCart,1,67.60148001108348,3.5,70,53.766763784871706,0
81,2,InstaCart,0,NA,3,150,59.537384002017106,0
82,1,InstaCart,1,122.40432759097285,4.5,70,65.99832324829802,0
83,2,InstaCart,1,203.1410080892507,4,150,53.17273512241786,1
84,1,InstaCart,1,109.61924264873733,4,70,67.09560424315272,1
85,2,InstaCart,1,172.26454872908482,2.5,150,53.829728566457185,0
86,1,InstaCart,1,109.59275436529512,4,70,73.57155410160885,1
87,2,InstaCart,1,123.82815616422775,2.5,150,68.2516733761288,1
88,1,InstaCart,1,119.33721598871645,4.5,70,52.08413438498683,0
89,2,InstaCart,1,156.5389822270974,3.5,150,55.7302351830979,1
90,1,InstaCart,1,111.99814975929637,4.5,70,53.344605883870244,1
91,2,InstaCart,1,167.62844282807185,4.5,150,50.715409919599495,0
92,1,InstaCart,1,38.13974068199522,4,70,60.356676964519224,1
93,2,InstaCart,1,191.83183690904306,3.5,150,56.46134204577878,0
94,1,InstaCart,1,42.70515800544449,4,70,62.260102638877854,1
95,2,InstaCart,0,NA,2,150,66.84466513365317,0
96,1,InstaCart,1,101.06206298247812,3,70,58.48390909094675,0
97,2,InstaCart,1,164.9517329159632,2.5,150,60.7927248522078,1
98,1,InstaCart,0,NA,4.5,70,61.035179797790235,0
99,2,InstaCart,0,NA,3.5,150,66.0043570352043,0
100,1,InstaCart,1,63.921205902027125,4,70,53.66496407562226,0
101,2,InstaCart,0,NA,3.5,150,68.95757438821158,0
102,1,InstaCart,1,59.709628312834255,4,70,68.99996070943119,1
103,2,InstaCart,1,183.23472349670334,3.5,150,67.67941504282021,1
104,1,InstaCart,1,33.83711176413061,4,70,51.45189873545465,1
105,2,InstaCart,1,155.51807324331986,3.5,150,57.163481634490516,1
106,1,InstaCart,0,NA,4,70,67.05938522546894,0
107,2,InstaCart,0,NA,3,150,56.05130025096919,0
108,1,InstaCart,1,80.26433172560291,4,70,81.44170753485866,0
109,2,InstaCart,1,200.75725957013495,2,150,61.26747066322594,0
110,1,InstaCart,1,144.2258357216775,4.5,70,61.37010879470147,1
111,2,InstaCart,0,NA,3.5,150,56.24448936251111,0
112,1,InstaCart,1,77.54199755171949,4.5,70,56.41606855545249,0
113,2,InstaCart,0,NA,3,150,58.557797443830474,1
114,1,InstaCart,1,61.18507986459314,3.5,70,57.77868222029532,1
115,2,InstaCart,1,166.81855184214032,3.5,150,60.67040590612676,0
